fbus;tbus;r;x;b;rateA;rateB;rateC;ratio;angle;status;angmin;angmax
518;477;0.00686;0.02207;0.00232;137;137;137;0;0;1;-30;30
478;531;0.00355;0.0114;0.00119;140;140;140;0;0;1;-30;30
480;530;0.00215;0.00694;0.00073;120;120;120;0;0;1;-30;30
487;481;0.00595;0.01157;0.0011;90;90;90;0;0;1;-30;30
482;1078;0.05702;0.11322;0.01232;90;90;90;0;0;1;-30;30
2043;482;0.05926;0.10397;0.01048;90;90;90;0;0;1;-30;30
488;483;0.00057;0.00231;0.0121;93;93;93;0;0;1;-30;30
483;502;0.00041;0.0019;0.00993;89;89;89;0;0;1;-30;30
494;484;0.01793;0.04802;0.00522;120;120;120;0;0;1;-30;30
489;485;0.00322;0.00793;0.00088;120;120;120;0;0;1;-30;30
507;486;0.00413;0.01099;0.00117;120;120;120;0;0;1;-30;30
500;489;0.00388;0.00942;0.00105;120;120;120;0;0;1;-30;30
505;489;0.00661;0.02231;0.00218;140;140;140;0;0;1;-30;30
491;490;0.00231;0.00686;0.0007;140;140;140;0;0;1;-30;30
494;491;0.01273;0.04132;0.00422;140;140;140;0;0;1;-30;30
496;493;0.00438;0.01058;0.0012;120;120;120;0;0;1;-30;30
500;493;0.00438;0.01066;0.00119;101;101;101;0;0;1;-30;30
505;493;0.00579;0.01893;0.00198;140;140;140;0;0;1;-30;30
495;494;0.00438;0.01058;0.0012;120;120;120;0;0;1;-30;30
497;506;0.01405;0.03967;0.00432;140;140;140;0;0;1;-30;30
502;499;0.00083;0.00372;0.01949;144;144;144;0;0;1;-30;30
515;501;0.00727;0.0176;0.00196;120;120;120;0;0;1;-30;30
515;503;0.00355;0.00992;0.00106;137;137;137;0;0;1;-30;30
512;509;0.01107;0.01934;0.00184;90;90;90;0;0;1;-30;30
524;511;0.0395;0.06909;0.00656;90;90;90;0;0;1;-30;30
518;522;0.00273;0.0095;0.001;137;137;137;0;0;1;-30;30
526;519;0.00562;0.01818;0.0019;137;137;137;0;0;1;-30;30
525;528;0.01215;0.03934;0.00405;120;120;120;0;0;1;-30;30
538;536;0.01488;0.02612;0.00246;90;90;90;0;0;1;-30;30
540;539;0;0.0001;0;438;438;438;0;0;1;-30;30
559;539;0.02562;0.08281;0.00847;137;137;137;0;0;1;-30;30
633;539;0.00397;0.01298;0.00133;137;137;137;0;0;1;-30;30
737;539;0.01207;0.03893;0.00402;137;137;137;0;0;1;-30;30
776;539;0.01174;0.02025;0.00195;108;108;108;0;0;1;-30;30
544;540;0.02975;0.07983;0.00823;137;137;137;0;0;1;-30;30
634;540;0.00397;0.01281;0.00131;137;137;137;0;0;1;-30;30
650;540;0.00413;0.03066;0.00293;137;137;137;0;0;1;-30;30
652;540;0.00562;0.00992;0.00092;58;58;58;0;0;1;-30;30
653;540;0.01372;0.04438;0.00454;137;137;137;0;0;1;-30;30
541;685;0.0157;0.05074;0.00519;137;137;137;0;0;1;-30;30
712;542;0.02678;0.08653;0.00885;137;137;137;0;0;1;-30;30
737;542;0.01884;0.06099;0.00624;137;137;137;0;0;1;-30;30
751;542;0.02512;0.08107;0.0083;137;137;137;0;0;1;-30;30
560;543;0.01793;0.05802;0.00593;137;137;137;0;0;1;-30;30
617;543;0.02207;0.05917;0.00611;137;137;137;0;0;1;-30;30
740;543;0.02537;0.06736;0.00695;137;137;137;0;0;1;-30;30
544;696;0.01421;0.04603;0.00471;137;137;137;0;0;1;-30;30
546;545;0;0.0001;0;438;438;438;0;0;1;-30;30
587;545;0.03124;0.10107;0.01034;137;137;137;0;0;1;-30;30
727;545;0.03306;0.10686;0.01094;89;89;89;0;0;1;-30;30
756;545;0.02355;0.07562;0.00782;137;137;137;0;0;1;-30;30
575;546;0.03198;0.10347;0.01058;137;137;137;0;0;1;-30;30
725;546;0.00612;0.01992;0.00204;137;137;137;0;0;1;-30;30
730;546;0.00463;0.01479;0.0016;108;108;108;0;0;1;-30;30
739;546;0.03182;0.07959;0.00806;137;137;137;0;0;1;-30;30
755;546;0.1362;0.23512;0.02235;78;78;78;0;0;1;-30;30
631;547;0.00777;0.02512;0.00257;137;137;137;0;0;1;-30;30
672;547;0.00355;0.01157;0.0012;137;137;137;0;0;1;-30;30
751;547;0.00413;0.01322;0.00136;137;137;137;0;0;1;-30;30
573;548;0.01628;0.05273;0.00541;137;137;137;0;0;1;-30;30
660;548;0.02074;0.06727;0.00688;137;137;137;0;0;1;-30;30
550;549;0.00835;0.02702;0.00277;137;137;137;0;0;1;-30;30
671;549;0.08678;0.14975;0.01423;76;76;76;0;0;1;-30;30
760;549;0.05818;0.10041;0.00954;76;76;76;0;0;1;-30;30
761;550;0.01843;0.0595;0.00608;137;137;137;0;0;1;-30;30
746;551;0.03826;0.06562;0.01263;108;108;108;0;0;1;-30;30
551;750;0.04;0.06182;0.00676;108;108;108;0;0;1;-30;30
757;551;0.01025;0.0181;0.0017;108;108;108;0;0;1;-30;30
784;551;0.00587;0.01033;0.00097;108;108;108;0;0;1;-30;30
553;552;0.0057;0.0186;0.00189;137;137;137;0;0;1;-30;30
588;552;0.03107;0.10041;0.01029;137;137;137;0;0;1;-30;30
643;552;0.03322;0.10736;0.01099;137;137;137;0;0;1;-30;30
771;552;0.03231;0.10438;0.01068;137;137;137;0;0;1;-30;30
658;553;0.05835;0.09876;0.0106;108;108;108;0;0;1;-30;30
703;554;0.03843;0.10074;0.01041;137;137;137;0;0;1;-30;30
744;554;0.04893;0.12777;0.01321;137;137;137;0;0;1;-30;30
555;693;0.00496;0.01339;0.00138;137;137;137;0;0;1;-30;30
555;785;0.03628;0.09421;0.00974;137;137;137;0;0;1;-30;30
559;556;0.02934;0.09479;0.0097;137;137;137;0;0;1;-30;30
674;556;0.03033;0.0981;0.01004;137;137;137;0;0;1;-30;30
781;556;0.02256;0.07289;0.00746;137;137;137;0;0;1;-30;30
558;557;0.0057;0.01851;0.00189;108;108;108;0;0;1;-30;30
690;557;0.02174;0.03835;0.00359;108;108;108;0;0;1;-30;30
733;557;0.02463;0.05959;0.00496;108;108;108;0;0;1;-30;30
579;558;0.03562;0.11521;0.01178;108;108;108;0;0;1;-30;30
617;560;0.0124;0.05413;0.00675;137;137;137;0;0;1;-30;30
568;561;0.01479;0.03083;0.00298;108;108;108;0;0;1;-30;30
569;562;0.01843;0.03331;0.00326;108;108;108;0;0;1;-30;30
569;563;0.00793;0.01893;0.00187;108;108;108;0;0;1;-30;30
571;563;0.00785;0.01835;0.0018;108;108;108;0;0;1;-30;30
598;564;0.01595;0.03174;0.00302;76;76;76;0;0;1;-30;30
655;564;0.01124;0.01975;0.00173;108;108;108;0;0;1;-30;30
669;564;0.02628;0.04694;0.0044;108;108;108;0;0;1;-30;30
654;565;0.00529;0.01686;0.00173;137;137;137;0;0;1;-30;30
655;565;0.01083;0.01909;0.00166;108;108;108;0;0;1;-30;30
664;565;0.07694;0.13256;0.01263;108;108;108;0;0;1;-30;30
762;565;0.01579;0.05107;0.00523;137;137;137;0;0;1;-30;30
568;566;0.00851;0.02785;0.00285;137;137;137;0;0;1;-30;30
571;566;0.00942;0.0305;0.00312;137;137;137;0;0;1;-30;30
700;567;0.02397;0.08322;0.00799;137;137;137;0;0;1;-30;30
716;567;0.00901;0.03107;0.00298;137;137;137;0;0;1;-30;30
569;568;0;0.0001;0;438;438;438;0;0;1;-30;30
672;568;0.04116;0.13289;0.01359;137;137;137;0;0;1;-30;30
712;568;0.03116;0.05504;0.00515;108;108;108;0;0;1;-30;30
656;569;0.0557;0.0995;0.00934;76;76;76;0;0;1;-30;30
712;569;0.03215;0.05504;0.00515;108;108;108;0;0;1;-30;30
666;570;0.04777;0.09058;0.00862;108;108;108;0;0;1;-30;30
733;570;0.02273;0.04661;0.0045;108;108;108;0;0;1;-30;30
694;572;0.04843;0.08438;0.00809;91;91;91;0;0;1;-30;30
722;572;0.0376;0.06554;0.00624;108;108;108;0;0;1;-30;30
594;573;0.01777;0.05736;0.00587;137;137;137;0;0;1;-30;30
613;573;0.02058;0.06612;0.00686;137;137;137;0;0;1;-30;30
710;574;0.00355;0.01157;0.00119;137;137;137;0;0;1;-30;30
741;575;0.03851;0.12463;0.01275;137;137;137;0;0;1;-30;30
576;721;0.02207;0.07124;0.00729;76;76;76;0;0;1;-30;30
732;576;0.00016;0.0005;5.00E-05;137;137;137;0;0;1;-30;30
581;577;0.01306;0.02455;0.00198;108;108;108;0;0;1;-30;30
685;577;0.04455;0.08926;0.00679;108;108;108;0;0;1;-30;30
661;578;0.0295;0.05182;0.00488;137;137;137;0;0;1;-30;30
582;579;0.01124;0.02777;0.00276;108;108;108;0;0;1;-30;30
580;644;0.02033;0.06562;0.00671;137;137;137;0;0;1;-30;30
755;581;0.04521;0.07926;0.0064;108;108;108;0;0;1;-30;30
765;581;0.00826;0.01463;0.00137;108;108;108;0;0;1;-30;30
688;582;0.03521;0.07645;0.00743;137;137;137;0;0;1;-30;30
749;582;0.00818;0.02645;0.00271;137;137;137;0;0;1;-30;30
607;583;0.00967;0.0262;0.00263;108;108;108;0;0;1;-30;30
619;583;0.02074;0.06702;0.00686;137;137;137;0;0;1;-30;30
584;585;0.0105;0.03306;0.00338;137;137;137;0;0;1;-30;30
697;584;0.02661;0.08603;0.0088;137;137;137;0;0;1;-30;30
585;778;0.04876;0.15769;0.01613;137;137;137;0;0;1;-30;30
762;586;0.01479;0.04769;0.00488;137;137;137;0;0;1;-30;30
765;586;0.00744;0.01314;0.00123;108;108;108;0;0;1;-30;30
628;587;0.00983;0.03182;0.00325;137;137;137;0;0;1;-30;30
595;588;0.01917;0.06231;0.00637;137;137;137;0;0;1;-30;30
643;588;0.02636;0.08521;0.00871;137;137;137;0;0;1;-30;30
717;589;0.04066;0.11116;0.01147;137;137;137;0;0;1;-30;30
753;589;0.02777;0.07769;0.00801;137;137;137;0;0;1;-30;30
755;590;0.03298;0.10669;0.01091;137;137;137;0;0;1;-30;30
780;590;0.0614;0.1986;0.02032;137;137;137;0;0;1;-30;30
591;596;0.00942;0.03041;0.00311;108;108;108;0;0;1;-30;30
667;591;0.00512;0.0124;0.00123;108;108;108;0;0;1;-30;30
592;593;0.00959;0.02017;0.00196;108;108;108;0;0;1;-30;30
592;738;0.03488;0.06488;0.00614;108;108;108;0;0;1;-30;30
772;593;0.03917;0.06603;0.00396;108;108;108;0;0;1;-30;30
713;594;0.02099;0.06785;0.00694;137;137;137;0;0;1;-30;30
771;595;0.03066;0.09909;0.01014;137;137;137;0;0;1;-30;30
596;742;0.0314;0.07818;0.00775;137;137;137;0;0;1;-30;30
597;778;0.03554;0.11504;0.01903;108;108;108;0;0;1;-30;30
675;598;0.0162;0.05223;0.00535;76;76;76;0;0;1;-30;30
694;599;0.01917;0.06198;0.00634;137;137;137;0;0;1;-30;30
669;600;0.04545;0.08091;0.00757;108;108;108;0;0;1;-30;30
727;600;0.00967;0.03149;0.00322;137;137;137;0;0;1;-30;30
630;601;0.02826;0.0914;0.00934;137;137;137;0;0;1;-30;30
708;601;0.02182;0.07066;0.00723;137;137;137;0;0;1;-30;30
604;602;0.00455;0.01471;0.0015;137;137;137;0;0;1;-30;30
602;615;0.00306;0.00983;0.00101;137;137;137;0;0;1;-30;30
604;603;0.00446;0.01455;0.00148;137;137;137;0;0;1;-30;30
706;603;0.01405;0.04537;0.00465;137;137;137;0;0;1;-30;30
605;615;0.0076;0.02455;0.00252;137;137;137;0;0;1;-30;30
626;605;0.00446;0.01388;0.00143;137;137;137;0;0;1;-30;30
606;670;0.0062;0.02;0.00204;137;137;137;0;0;1;-30;30
606;926;0.01901;0.05868;0.00682;140;140;140;0;0;1;-30;30
670;607;0.0062;0.02;0.00204;108;108;108;0;0;1;-30;30
690;608;0.01521;0.04901;0.00502;167;167;167;0;0;1;-30;30
677;609;0.0181;0.05851;0.00599;137;137;137;0;0;1;-30;30
609;680;0.02132;0.06893;0.00705;137;137;137;0;0;1;-30;30
668;610;0.0127;0.03297;0.00341;58;58;58;0;0;1;-30;30
694;610;0.01075;0.0282;0.00291;58;58;58;0;0;1;-30;30
683;611;0.01281;0.02182;0.00175;108;108;108;0;0;1;-30;30
750;611;0.03992;0.06793;0.00543;108;108;108;0;0;1;-30;30
613;612;0;0.0001;0;438;438;438;0;0;1;-30;30
769;612;0.03471;0.11256;0.01158;137;137;137;0;0;1;-30;30
627;613;0.01372;0.04446;0.00454;137;137;137;0;0;1;-30;30
614;626;0.00603;0.01942;0.00199;137;137;137;0;0;1;-30;30
707;614;0.02289;0.07413;0.00758;137;137;137;0;0;1;-30;30
665;615;0.05736;0.10083;0.00949;108;108;108;0;0;1;-30;30
774;615;0.02446;0.04322;0.00405;108;108;108;0;0;1;-30;30
618;616;0.00058;0.0019;0.00019;137;137;137;0;0;1;-30;30
616;619;0.00149;0.00264;0.00025;108;108;108;0;0;1;-30;30
617;620;0.0057;0.01603;0.00165;137;137;137;0;0;1;-30;30
620;618;0.01149;0.02967;0.00301;108;108;108;0;0;1;-30;30
756;619;0.02223;0.0714;0.00738;137;137;137;0;0;1;-30;30
622;621;0.00413;0.00711;0.00137;108;108;108;0;0;1;-30;30
746;621;0.02893;0.04975;0.00953;108;108;108;0;0;1;-30;30
624;622;0.00157;0.00306;0.00029;68;68;68;0;0;1;-30;30
663;623;0.04579;0.12752;0.01314;137;137;137;0;0;1;-30;30
712;623;0.01901;0.05116;0.00528;137;137;137;0;0;1;-30;30
690;625;0.0343;0.11099;0.01136;137;137;137;0;0;1;-30;30
625;1348;0.03719;0.06033;0.00656;90;90;90;0;0;1;-30;30
691;627;0.01851;0.06;0.00614;137;137;137;0;0;1;-30;30
699;628;0.02017;0.06529;0.0067;137;137;137;0;0;1;-30;30
727;628;0.03893;0.12595;0.01288;137;137;137;0;0;1;-30;30
667;629;0.04455;0.14413;0.01475;76;76;76;0;0;1;-30;30
763;629;0.08306;0.14868;0.01396;76;76;76;0;0;1;-30;30
645;630;0.01967;0.06364;0.00651;137;137;137;0;0;1;-30;30
645;631;0.02314;0.06628;0.00678;137;137;137;0;0;1;-30;30
634;632;0.01306;0.04207;0.00431;137;137;137;0;0;1;-30;30
649;632;0.00777;0.02512;0.00257;137;137;137;0;0;1;-30;30
634;633;0;0.0001;0;438;438;438;0;0;1;-30;30
645;633;0.03322;0.10752;0.011;137;137;137;0;0;1;-30;30
637;635;0.00207;0.00661;0.00068;137;137;137;0;0;1;-30;30
732;635;0.01992;0.03711;0.00351;76;76;76;0;0;1;-30;30
742;635;0.01694;0.05488;0.00561;137;137;137;0;0;1;-30;30
636;740;0.01405;0.03645;0.00377;137;137;137;0;0;1;-30;30
744;636;0.01917;0.04983;0.00516;76;76;76;0;0;1;-30;30
743;637;0.03488;0.11281;0.01154;137;137;137;0;0;1;-30;30
639;638;0.00124;0.00397;0.00044;68;68;68;0;0;1;-30;30
650;638;0.00314;0.01025;0.00105;68;68;68;0;0;1;-30;30
650;639;0.00545;0.00959;0.0009;137;137;137;0;0;1;-30;30
639;653;0.00107;0.00802;0.00018;137;137;137;0;0;1;-30;30
640;644;0.01083;0.01917;0.0018;137;137;137;0;0;1;-30;30
653;640;0.00455;0.00802;0.00075;108;108;108;0;0;1;-30;30
644;641;0.01339;0.02686;0.00257;137;137;137;0;0;1;-30;30
645;641;0.00959;0.03116;0.00318;108;108;108;0;0;1;-30;30
647;641;0.00463;0.01579;0.00161;137;137;137;0;0;1;-30;30
678;642;0.03132;0.1014;0.01038;137;137;137;0;0;1;-30;30
785;642;0.04719;0.08521;0.00803;108;108;108;0;0;1;-30;30
645;644;0;0.0001;0;438;438;438;0;0;1;-30;30
650;644;0.0038;0.0286;0.00273;182;182;182;0;0;1;-30;30
686;644;0.06372;0.20612;0.02108;137;137;137;0;0;1;-30;30
734;644;0.01132;0.04926;0.00489;89;89;89;0;0;1;-30;30
650;645;0.00231;0.02413;0.00373;182;182;182;0;0;1;-30;30
646;770;0.03917;0.12669;0.01296;137;137;137;0;0;1;-30;30
773;646;0.02066;0.06686;0.00684;137;137;137;0;0;1;-30;30
649;647;0.01273;0.04099;0.0042;108;108;108;0;0;1;-30;30
651;648;0.00256;0.00826;0.00085;137;137;137;0;0;1;-30;30
652;648;0.00446;0.00793;0.00075;58;58;58;0;0;1;-30;30
776;651;0.01306;0.02165;0.00208;108;108;108;0;0;1;-30;30
655;654;0.00876;0.01455;0.00152;108;108;108;0;0;1;-30;30
701;655;0.01091;0.01926;0.0018;108;108;108;0;0;1;-30;30
773;656;0.04099;0.07364;0.00692;76;76;76;0;0;1;-30;30
1444;657;0.01901;0.03388;0.00697;57;57;57;0;0;1;-30;30
1486;657;0.02149;0.0405;0.00799;57;57;57;0;0;1;-30;30
659;703;0.01678;0.02959;0.00277;108;108;108;0;0;1;-30;30
659;703;0.01455;0.0257;0.00241;108;108;108;0;0;1;-30;30
769;661;0.01512;0.05132;0.00251;137;137;137;0;0;1;-30;30
663;662;0;0.0001;0;438;438;438;0;0;1;-30;30
760;662;0.02463;0.04488;0.00423;76;76;76;0;0;1;-30;30
782;662;0.01017;0.03298;0.00336;137;137;137;0;0;1;-30;30
778;663;0.01496;0.04661;0.00475;76;76;76;0;0;1;-30;30
780;663;0.06909;0.12273;0.01151;108;108;108;0;0;1;-30;30
689;664;0.02132;0.06595;0.00671;108;108;108;0;0;1;-30;30
676;665;0.01364;0.07041;0.00728;137;137;137;0;0;1;-30;30
706;665;0.02198;0.06843;0.00702;137;137;137;0;0;1;-30;30
707;666;0.00967;0.03157;0.00322;137;137;137;0;0;1;-30;30
703;667;0.04463;0.07884;0.00738;76;76;76;0;0;1;-30;30
696;668;0.03485;0.07019;0.00683;58;58;58;0;0;1;-30;30
670;1469;0.04959;0.07521;0.01215;90;90;90;0;0;1;-30;30
754;671;0.01207;0.02074;0.00198;76;76;76;0;0;1;-30;30
750;673;0.02488;0.07223;0.00824;167;167;167;0;0;1;-30;30
674;695;0.01107;0.03579;0.00366;137;137;137;0;0;1;-30;30
675;758;0.02066;0.06678;0.00683;108;108;108;0;0;1;-30;30
679;677;0.01636;0.05306;0.00542;137;137;137;0;0;1;-30;30
679;678;0;0.0001;0;438;438;438;0;0;1;-30;30
684;678;0.02306;0.07157;0.00818;167;167;167;0;0;1;-30;30
731;678;0.07207;0.1381;0.01321;108;108;108;0;0;1;-30;30
750;678;0.06909;0.1238;0.01008;108;108;108;0;0;1;-30;30
683;679;0.01322;0.0343;0.00329;108;108;108;0;0;1;-30;30
684;679;0.02306;0.07157;0.00818;167;167;167;0;0;1;-30;30
685;679;0.05;0.10909;0.0107;108;108;108;0;0;1;-30;30
680;688;0.02967;0.06636;0.00649;137;137;137;0;0;1;-30;30
680;701;0.02157;0.04744;0.00462;108;108;108;0;0;1;-30;30
682;681;0.00033;0.00058;0.0242;274;274;274;0;0;1;-30;30
770;686;0.03793;0.12298;0.01258;137;137;137;0;0;1;-30;30
745;687;0.00405;0.01298;0.00133;137;137;137;0;0;1;-30;30
687;747;0.00281;0.00901;0.00092;68;68;68;0;0;1;-30;30
689;688;0;0.0001;0;438;438;438;0;0;1;-30;30
1359;688;0.04793;0.06281;0.01111;90;90;90;0;0;1;-30;30
749;689;0.0224;0.0724;0.00741;137;137;137;0;0;1;-30;30
689;1402;0.04132;0.13967;0.01241;120;120;120;0;0;1;-30;30
691;692;0.01934;0.06264;0.00641;137;137;137;0;0;1;-30;30
718;692;0.02702;0.0876;0.009;137;137;137;0;0;1;-30;30
694;693;0.00372;0.00884;0.00067;137;137;137;0;0;1;-30;30
695;696;0.00521;0.01694;0.00173;137;137;137;0;0;1;-30;30
766;697;0.01752;0.05678;0.00581;137;137;137;0;0;1;-30;30
698;702;0.01802;0.03182;0.00298;108;108;108;0;0;1;-30;30
704;698;0.00165;0.00537;0.00055;108;108;108;0;0;1;-30;30
699;703;0.03769;0.1219;0.01247;137;137;137;0;0;1;-30;30
710;700;0.02322;0.07521;0.0077;137;137;137;0;0;1;-30;30
702;703;0.0238;0.0538;0.0055;108;108;108;0;0;1;-30;30
703;704;0.01083;0.01917;0.0018;76;76;76;0;0;1;-30;30
709;705;0.00777;0.01686;0.00165;137;137;137;0;0;1;-30;30
728;705;0.00355;0.00628;0.00542;108;108;108;0;0;1;-30;30
707;706;0;0.0001;0;438;438;438;0;0;1;-30;30
772;707;0.0162;0.02843;0.00269;108;108;108;0;0;1;-30;30
716;709;0.02289;0.0519;0.00506;108;108;108;0;0;1;-30;30
720;709;0.02521;0.05744;0.00561;108;108;108;0;0;1;-30;30
714;711;0.01777;0.05736;0.00587;137;137;137;0;0;1;-30;30
727;711;0.02438;0.07802;0.00807;137;137;137;0;0;1;-30;30
729;711;0.00174;0.00562;0.00058;137;137;137;0;0;1;-30;30
720;713;0.00579;0.00992;0.00105;137;137;137;0;0;1;-30;30
724;714;0.00322;0.0105;0.00109;137;137;137;0;0;1;-30;30
739;715;0.00917;0.02289;0.00232;137;137;137;0;0;1;-30;30
715;1190;0.02397;0.05372;0.00881;68;68;68;0;0;1;-30;30
717;716;0;0.0001;0;438;438;438;0;0;1;-30;30
750;716;0.05331;0.13339;0.01064;143;143;143;0;0;1;-30;30
785;716;0.0519;0.1314;0.01312;137;137;137;0;0;1;-30;30
719;717;0.01521;0.02562;0.00245;108;108;108;0;0;1;-30;30
728;717;0.01686;0.02983;0.00281;108;108;108;0;0;1;-30;30
736;717;0.03826;0.06752;0.00633;108;108;108;0;0;1;-30;30
719;718;0.00851;0.01438;0.00155;108;108;108;0;0;1;-30;30
755;721;0.01719;0.0557;0.0057;137;137;137;0;0;1;-30;30
726;723;0.02264;0.07314;0.00748;137;137;137;0;0;1;-30;30
748;723;0.00372;0.0119;0.00121;137;137;137;0;0;1;-30;30
730;724;0.00744;0.02405;0.00247;137;137;137;0;0;1;-30;30
748;725;0.00818;0.02653;0.00271;137;137;137;0;0;1;-30;30
727;726;0;0.0001;0;438;438;438;0;0;1;-30;30
729;726;0.02711;0.08777;0.00898;137;137;137;0;0;1;-30;30
743;726;0.02306;0.07463;0.00764;137;137;137;0;0;1;-30;30
754;731;0.05876;0.12025;0.01158;108;108;108;0;0;1;-30;30
735;734;0.0024;0.0076;0.00078;89;89;89;0;0;1;-30;30
737;735;0.00298;0.00959;0.00099;137;137;137;0;0;1;-30;30
777;736;0.00884;0.01488;0.0015;108;108;108;0;0;1;-30;30
1430;738;0.03884;0.06446;0.00695;90;90;90;0;0;1;-30;30
752;740;0.00256;0.00818;0.00083;137;137;137;0;0;1;-30;30
779;740;0.00868;0.01537;0.00143;108;108;108;0;0;1;-30;30
752;741;0.00636;0.02058;0.0021;137;137;137;0;0;1;-30;30
768;744;0.02058;0.03628;0.00339;108;108;108;0;0;1;-30;30
784;745;0.0038;0.0124;0.00127;108;108;108;0;0;1;-30;30
777;747;0.00041;0.0119;0.00122;68;68;68;0;0;1;-30;30
753;750;0.00289;0.00777;0.0008;137;137;137;0;0;1;-30;30
759;754;0.00397;0.00694;0.00066;108;108;108;0;0;1;-30;30
781;755;0.02868;0.09281;0.00949;108;108;108;0;0;1;-30;30
774;757;0.03124;0.05512;0.00516;108;108;108;0;0;1;-30;30
758;759;0.00851;0.02744;0.00281;108;108;108;0;0;1;-30;30
764;763;0.01413;0.02694;0.00257;108;108;108;0;0;1;-30;30
767;763;0.02777;0.08975;0.00918;137;137;137;0;0;1;-30;30
778;764;0.06347;0.1138;0.0107;108;108;108;0;0;1;-30;30
778;766;0.03752;0.1214;0.01242;137;137;137;0;0;1;-30;30
779;768;0.02802;0.0905;0.00924;108;108;108;0;0;1;-30;30
771;770;0.04041;0.13058;0.01336;137;137;137;0;0;1;-30;30
775;1133;0.04545;0.07934;0.00854;90;90;90;0;0;1;-30;30
775;1414;0.01405;0.04298;0.00513;140;140;140;0;0;1;-30;30
783;778;0.00347;0.00901;0.00094;137;137;137;0;0;1;-30;30
783;782;0.00678;0.0219;0.00222;137;137;137;0;0;1;-30;30
1183;786;0.0124;0.04545;0.00537;114;114;114;0;0;1;-30;30
1184;787;0.0124;0.04545;0.00537;114;114;114;0;0;1;-30;30
1484;788;0.00165;0.00207;0.00036;90;90;90;0;0;1;-30;30
1483;789;0.00165;0.00207;0.00036;90;90;90;0;0;1;-30;30
1483;790;0.00083;0.00124;0.00012;90;90;90;0;0;1;-30;30
1483;791;0.00083;0.00165;0.00024;90;90;90;0;0;1;-30;30
1240;792;0.00496;0.01405;0.00169;114;114;114;0;0;1;-30;30
1525;792;0.00413;0.0124;0.00148;114;114;114;0;0;1;-30;30
793;1514;0.04793;0.06033;0.00525;52;52;52;0;0;1;-30;30
1334;794;0.00331;0.01157;0.00123;140;140;140;0;0;1;-30;30
1385;794;0.00661;0.01983;0.00215;140;140;140;0;0;1;-30;30
1108;795;0.01405;0.02479;0.00257;90;90;90;0;0;1;-30;30
795;1520;0.01818;0.02397;0.00428;90;90;90;0;0;1;-30;30
797;796;0;0.0001;0;438;438;438;0;0;1;-30;30
880;796;0.00579;0.01736;0.00184;114;114;114;0;0;1;-30;30
1011;796;0.01074;0.03306;0.0039;114;114;114;0;0;1;-30;30
1103;796;0.00331;0.00992;0.00099;114;114;114;0;0;1;-30;30
1419;796;0.00413;0.01074;0.00174;114;114;114;0;0;1;-30;30
1596;796;0.00496;0.00826;0.00082;90;90;90;0;0;1;-30;30
881;797;0.00579;0.01736;0.00184;114;114;114;0;0;1;-30;30
899;797;0.01736;0.05041;0.00627;120;120;120;0;0;1;-30;30
1004;797;0.0124;0.02397;0.00324;120;120;120;0;0;1;-30;30
1379;797;0.00826;0.02645;0.0031;114;114;114;0;0;1;-30;30
1597;797;0.00496;0.00826;0.00082;90;90;90;0;0;1;-30;30
799;798;0;0.0001;0;438;438;438;0;0;1;-30;30
1134;798;0;0.00083;0.00012;114;114;114;0;0;1;-30;30
1163;798;0.0124;0.03967;0.00428;140;140;140;0;0;1;-30;30
798;1299;0.00083;0.00248;0.00031;140;140;140;0;0;1;-30;30
799;996;0.01405;0.0438;0.00489;140;140;140;0;0;1;-30;30
1135;799;0;0.00165;0.00017;114;114;114;0;0;1;-30;30
799;1300;0.00083;0.00248;0.00031;140;140;140;0;0;1;-30;30
800;1356;0.00083;0.00248;0.00027;114;114;114;0;0;1;-30;30
801;1356;0.00083;0.00248;0.00024;114;114;114;0;0;1;-30;30
1087;802;0.00496;0.01322;0.00179;120;120;120;0;0;1;-30;30
802;1586;0.00083;0.00248;0.00029;140;140;140;0;0;1;-30;30
1483;803;0.00496;0.0157;0.00186;120;120;120;0;0;1;-30;30
1345;804;0.0124;0.0438;0.00457;114;114;114;0;0;1;-30;30
1426;804;0.01818;0.06281;0.00651;114;114;114;0;0;1;-30;30
805;1592;0;0.00083;0.00012;114;114;114;0;0;1;-30;30
806;807;0;0.00083;0.0001;140;140;140;0;0;1;-30;30
807;1328;0.01074;0.0281;0.00397;120;120;120;0;0;1;-30;30
807;1479;0.00579;0.02066;0.00203;140;140;140;0;0;1;-30;30
808;971;0.00826;0.02562;0.00269;114;114;114;0;0;1;-30;30
808;1227;0.00413;0.01488;0.00152;114;114;114;0;0;1;-30;30
904;809;0.00661;0.01901;0.00198;120;120;120;0;0;1;-30;30
1216;809;0.01818;0.04463;0.00482;120;120;120;0;0;1;-30;30
1502;810;0.02149;0.0686;0.00726;140;140;140;0;0;1;-30;30
811;812;0.00083;0.00124;0.0001;90;90;90;0;0;1;-30;30
812;860;0.02066;0.02645;0.00489;90;90;90;0;0;1;-30;30
918;812;0.01818;0.05868;0.00632;140;140;140;0;0;1;-30;30
813;877;0.00331;0.01074;0.00116;140;140;140;0;0;1;-30;30
813;1054;0.00579;0.02066;0.00218;114;114;114;0;0;1;-30;30
1462;814;0.00331;0.01157;0.00121;140;140;140;0;0;1;-30;30
1488;814;0.00413;0.01322;0.00145;112;112;112;0;0;1;-30;30
